Episode,0,Reward,-7.2241535
Episode,1,Reward,-7.668038
Episode,2,Reward,-7.494078
Episode,3,Reward,-7.5153465
Episode,4,Reward,-8.430556
Episode,5,Reward,-7.6509886
Episode,6,Reward,-7.3006225
Episode,7,Reward,-7.5610285
Episode,8,Reward,-7.555192
Episode,9,Reward,-7.0911
Episode,10,Reward,-7.122199
Episode,11,Reward,-7.116271
Episode,12,Reward,-7.217466
Episode,13,Reward,-7.21562
Episode,14,Reward,-7.271971
Episode,15,Reward,-6.6984305
Episode,16,Reward,-7.571449
Episode,17,Reward,-7.306058
Episode,18,Reward,-6.671628
Episode,19,Reward,-7.042098
Episode,20,Reward,-6.650695
Episode,21,Reward,-6.2182035
Episode,22,Reward,-6.305931
Episode,23,Reward,-6.5096517
Episode,24,Reward,-7.296591
Episode,25,Reward,-7.146336
Episode,26,Reward,-7.0958953
Episode,27,Reward,-6.6641197
Episode,28,Reward,-7.0289283
Episode,29,Reward,-6.6031365
Episode,30,Reward,-6.922617
Episode,31,Reward,-6.930633
Episode,32,Reward,-6.1291924
Episode,33,Reward,-6.574456
Episode,34,Reward,-7.1876254
Episode,35,Reward,-6.40909
Episode,36,Reward,-6.91801
Episode,37,Reward,-6.6188817
Episode,38,Reward,-6.3560925
Episode,39,Reward,-6.3209243
Episode,40,Reward,-6.759576
Episode,41,Reward,-6.5371957
Episode,42,Reward,-6.36303
Episode,43,Reward,-6.6189938
Episode,44,Reward,-7.0822005
Episode,45,Reward,-6.752926
Episode,46,Reward,-6.49393
Episode,47,Reward,-6.343947
Episode,48,Reward,-6.477965
Episode,49,Reward,-6.502042
Episode,50,Reward,-6.5776544
Episode,51,Reward,-6.8111725
Episode,52,Reward,-6.6541495
Episode,53,Reward,-6.473377
Episode,54,Reward,-6.034387
Episode,55,Reward,-6.383733
Episode,56,Reward,-5.903249
Episode,57,Reward,-6.391082
Episode,58,Reward,-6.6211624
Episode,59,Reward,-6.302482
Episode,60,Reward,-6.1463695
Episode,61,Reward,-6.6729045
Episode,62,Reward,-6.177233
Episode,63,Reward,-6.235294
Episode,64,Reward,-6.441497
Episode,65,Reward,-6.3096156
Episode,66,Reward,-6.769072
Episode,67,Reward,-6.106038
Episode,68,Reward,-6.5029655
Episode,69,Reward,-6.1124725
Episode,70,Reward,-5.9150753
Episode,71,Reward,-6.090781
Episode,72,Reward,-5.7293243
Episode,73,Reward,-6.0741773
Episode,74,Reward,-6.601171
Episode,75,Reward,-5.778595
Episode,76,Reward,-6.078597
Episode,77,Reward,-5.9408164
Episode,78,Reward,-5.9069057
Episode,79,Reward,-6.025391
Episode,80,Reward,-5.8485374
Episode,81,Reward,-5.866112
Episode,82,Reward,-6.2400646
Episode,83,Reward,-6.0516715
Episode,84,Reward,-6.047635
Episode,85,Reward,-6.102741
Episode,86,Reward,-5.7826967
Episode,87,Reward,-6.1242495
Episode,88,Reward,-5.8485613
Episode,89,Reward,-6.198704
Episode,90,Reward,-6.0318503
Episode,91,Reward,-5.850364
Episode,92,Reward,-5.934926
Episode,93,Reward,-6.0482163
Episode,94,Reward,-6.110675
Episode,95,Reward,-6.219768
Episode,96,Reward,-6.414069
Episode,97,Reward,-6.1594954
Episode,98,Reward,-6.081897
Episode,99,Reward,-5.7378945
Episode,100,Reward,-5.5183525
Episode,128,Reward,-6.2702637
Episode,129,Reward,-6.145638
Episode,130,Reward,-5.545186
Episode,131,Reward,-6.140898
Episode,132,Reward,-5.7002473
Episode,133,Reward,-5.6836076
Episode,134,Reward,-5.4537883
