Episode,0,Reward,-7.7589135
Episode,1,Reward,-7.703854
Episode,2,Reward,-7.975289
Episode,3,Reward,-7.9105973
Episode,4,Reward,-8.208154
Episode,5,Reward,-7.8664618
Episode,6,Reward,-7.4550424
Episode,7,Reward,-7.48411
Episode,8,Reward,-8.493118
Episode,9,Reward,-6.6471143
Episode,10,Reward,-6.9962444
Episode,11,Reward,-7.325125
Episode,12,Reward,-7.446473
Episode,13,Reward,-7.089065
Episode,14,Reward,-6.9199333
Episode,15,Reward,-7.2319694
Episode,16,Reward,-7.240682
Episode,17,Reward,-6.64718
Episode,18,Reward,-7.40945
Episode,19,Reward,-6.899715
Episode,20,Reward,-6.618962
Episode,21,Reward,-6.5425277
Episode,22,Reward,-7.028174
Episode,23,Reward,-6.3837743
Episode,24,Reward,-7.3150635
Episode,25,Reward,-6.802282
Episode,26,Reward,-6.703189
Episode,27,Reward,-6.8219705
Episode,28,Reward,-6.5225635
Episode,29,Reward,-6.4834294
Episode,30,Reward,-6.7722816
Episode,31,Reward,-6.887715
Episode,32,Reward,-6.8299904
Episode,33,Reward,-7.1249137
Episode,34,Reward,-6.6252556
Episode,35,Reward,-6.324778
Episode,36,Reward,-6.716325
Episode,37,Reward,-6.3346486
Episode,38,Reward,-6.795504
Episode,39,Reward,-7.1789503
Episode,40,Reward,-6.7871356
Episode,41,Reward,-6.6733136
Episode,42,Reward,-6.634268
Episode,43,Reward,-6.7417707
Episode,44,Reward,-6.2386246
Episode,45,Reward,-6.2642393
Episode,46,Reward,-6.6581826
Episode,47,Reward,-6.4132576
Episode,48,Reward,-6.2329197
Episode,49,Reward,-6.30481
Episode,50,Reward,-6.6467886
Episode,51,Reward,-6.4461036
Episode,52,Reward,-7.1612062
Episode,53,Reward,-6.3533487
Episode,54,Reward,-5.9273057
Episode,55,Reward,-6.5710826
Episode,56,Reward,-6.7638927
Episode,57,Reward,-6.4777436
Episode,58,Reward,-6.6123886
Episode,59,Reward,-5.866454
Episode,60,Reward,-5.9594316
Episode,61,Reward,-6.2408595
Episode,62,Reward,-6.0720234
Episode,63,Reward,-6.6690907
Episode,64,Reward,-6.582849
Episode,65,Reward,-6.735835
Episode,66,Reward,-6.617017
Episode,67,Reward,-6.870786
Episode,68,Reward,-6.419072
Episode,69,Reward,-6.2493
Episode,70,Reward,-6.44189
Episode,71,Reward,-6.285414
Episode,72,Reward,-6.5897827
Episode,73,Reward,-6.464712
Episode,74,Reward,-7.0659823
Episode,75,Reward,-6.7805924
Episode,76,Reward,-6.829766
Episode,77,Reward,-6.3012986
Episode,78,Reward,-6.5567613
Episode,79,Reward,-6.67045
Episode,80,Reward,-6.6002765
Episode,81,Reward,-6.472724
Episode,82,Reward,-6.5256615
Episode,83,Reward,-6.231616
Episode,84,Reward,-7.3882813
Episode,85,Reward,-6.247044
Episode,86,Reward,-6.8130136
Episode,87,Reward,-7.5098796
Episode,88,Reward,-6.355795
Episode,89,Reward,-6.2094655
Episode,90,Reward,-6.519075
Episode,91,Reward,-6.722934
Episode,92,Reward,-6.481976
Episode,93,Reward,-6.5353336
Episode,94,Reward,-6.168085
Episode,95,Reward,-7.70618
Episode,96,Reward,-6.7992864
Episode,97,Reward,-6.8955574
Episode,98,Reward,-7.35408
Episode,99,Reward,-6.4953427
Episode,100,Reward,-6.4795485
Episode,128,Reward,-7.0646095
Episode,129,Reward,-7.0725927
Episode,130,Reward,-7.098567
Episode,131,Reward,-7.53839
Episode,132,Reward,-7.9031415
Episode,133,Reward,-7.1249657
Episode,134,Reward,-7.2468586
Episode,135,Reward,-7.6467853
Episode,136,Reward,-7.9550595
Episode,137,Reward,-7.86884
Episode,138,Reward,-7.5099373
Episode,139,Reward,-7.55298
Episode,140,Reward,-7.2212534
Episode,141,Reward,-7.071626
Episode,142,Reward,-7.626035
Episode,143,Reward,-7.0349073
Episode,144,Reward,-8.56955
Episode,145,Reward,-7.2128124
Episode,146,Reward,-7.788692
Episode,147,Reward,-7.0389028
Episode,148,Reward,-6.943671
